[ 2025-11-12 10:23:47,062 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-11-12 10:23:51,759 ] 18 root - INFO - Initiate the data ingestion
[ 2025-11-12 10:24:00,404 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-12 10:24:00,404 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-12 10:24:00,405 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-12 10:24:00,537 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-12 10:24:00,539 ] 20 root - INFO - Data Initiation Completed
[ 2025-11-12 10:24:00,577 ] 24 root - INFO - Initiate the data Validation
[ 2025-11-12 10:24:00,686 ] 32 root - INFO - Required number of columns:2
[ 2025-11-12 10:24:00,686 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-12 10:24:00,686 ] 32 root - INFO - Required number of columns:2
[ 2025-11-12 10:24:00,686 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-12 10:24:01,021 ] 26 root - INFO - data Validation Completed
[ 2025-11-12 10:24:01,021 ] 29 root - INFO - data Transformation started
[ 2025-11-12 10:24:01,022 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-12 10:24:01,022 ] 65 root - INFO - Starting data transformation
[ 2025-11-12 10:24:01,072 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-12 10:24:01,072 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-12 10:24:01,101 ] 43 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-12 10:24:01,108 ] 47 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-12 10:24:01,108 ] 43 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-12 10:24:01,114 ] 47 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-12 10:24:01,116 ] 33 root - INFO - data Transformation completed
