[ 2025-11-12 12:33:08,849 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-11-12 12:33:14,605 ] 19 root - INFO - Initiate the data ingestion
[ 2025-11-12 12:33:17,770 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-12 12:33:17,770 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-12 12:33:17,771 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-12 12:33:17,851 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-12 12:33:17,852 ] 21 root - INFO - Data Initiation Completed
[ 2025-11-12 12:33:17,860 ] 25 root - INFO - Initiate the data Validation
[ 2025-11-12 12:33:17,927 ] 32 root - INFO - Required number of columns:2
[ 2025-11-12 12:33:17,927 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-12 12:33:17,927 ] 32 root - INFO - Required number of columns:2
[ 2025-11-12 12:33:17,927 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-12 12:33:18,090 ] 27 root - INFO - data Validation Completed
[ 2025-11-12 12:33:18,091 ] 30 root - INFO - data Transformation started
[ 2025-11-12 12:33:18,091 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-12 12:33:18,091 ] 65 root - INFO - Starting data transformation
[ 2025-11-12 12:33:18,120 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-12 12:33:18,121 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-12 12:33:18,138 ] 44 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-12 12:33:18,141 ] 48 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-12 12:33:18,142 ] 44 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-12 12:33:18,145 ] 48 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-12 12:33:18,146 ] 34 root - INFO - data Transformation completed
[ 2025-11-12 12:33:18,147 ] 36 root - INFO - Model Training sstared
